Company,Role Title,Location,Slug,Source,Submission URL,Submission Status,Submission Fingerprint,Welc.ing Packet URL (welc.ing/r/<id>),Resume PDF (light),Resume PDF (print),Cover Letter TXT,Cover Letter PDF,Pitch HTML,Pitch MP4 (if present)
Solomon Page,Product Manager,"New York, NY",solomon-page-product-manager,curated-role,,,,https://welc.ing/r/pkt-w541ua,https://welc.ing/packets/pkt-w541ua/resume-light.pdf,https://welc.ing/packets/pkt-w541ua/resume.pdf,https://welc.ing/packets/pkt-w541ua/cover-letter.txt,https://welc.ing/packets/pkt-w541ua/cover-letter.pdf,https://welc.ing/packets/pkt-w541ua/pitch.html,
SpotOn,Product Manager (Dashboard),"New York, NY",spoton-product-manager-dashboard,curated-role,https://www.spoton.com/careers,live,,https://welc.ing/r/pkt-x5rw47,https://welc.ing/packets/pkt-x5rw47/resume-light.pdf,https://welc.ing/packets/pkt-x5rw47/resume.pdf,https://welc.ing/packets/pkt-x5rw47/cover-letter.txt,https://welc.ing/packets/pkt-x5rw47/cover-letter.pdf,https://welc.ing/packets/pkt-x5rw47/pitch.html,
Squarespace,Senior Product Manager,"New York, NY",squarespace-senior-product-manager,curated-role,https://boards.greenhouse.io/squarespace,live,,https://welc.ing/r/pkt-ce0e0t,https://welc.ing/packets/pkt-ce0e0t/resume-light.pdf,https://welc.ing/packets/pkt-ce0e0t/resume.pdf,https://welc.ing/packets/pkt-ce0e0t/cover-letter.txt,https://welc.ing/packets/pkt-ce0e0t/cover-letter.pdf,https://welc.ing/packets/pkt-ce0e0t/pitch.html,
Steneral Consulting,AI Product Manager -W2 only,"Jersey City, NJ",steneral-consulting-ai-product-manager-w2-only,curated-role,,,,https://welc.ing/r/pkt-1gk1odm,https://welc.ing/packets/pkt-1gk1odm/resume-light.pdf,https://welc.ing/packets/pkt-1gk1odm/resume.pdf,https://welc.ing/packets/pkt-1gk1odm/cover-letter.txt,https://welc.ing/packets/pkt-1gk1odm/cover-letter.pdf,https://welc.ing/packets/pkt-1gk1odm/pitch.html,
Synechron,Product Manager - Data Platform,"New York, NY",synechron-product-manager-data-platform,curated-role,https://jobs.smartrecruiters.com/synechron,live,,https://welc.ing/r/pkt-1ut5jcl,https://welc.ing/packets/pkt-1ut5jcl/resume-light.pdf,https://welc.ing/packets/pkt-1ut5jcl/resume.pdf,https://welc.ing/packets/pkt-1ut5jcl/cover-letter.txt,https://welc.ing/packets/pkt-1ut5jcl/cover-letter.pdf,https://welc.ing/packets/pkt-1ut5jcl/pitch.html,
Talution Group,Staff Product Manager,"Brooklyn, NY",talution-group-staff-product-manager,curated-role,,,,https://welc.ing/r/pkt-15zgs0s,https://welc.ing/packets/pkt-15zgs0s/resume-light.pdf,https://welc.ing/packets/pkt-15zgs0s/resume.pdf,https://welc.ing/packets/pkt-15zgs0s/cover-letter.txt,https://welc.ing/packets/pkt-15zgs0s/cover-letter.pdf,https://welc.ing/packets/pkt-15zgs0s/pitch.html,
Tatari,"Director, Product Management","New York, NY",tatari-director-product-management,curated-role,https://boards.greenhouse.io/tatari,live,,https://welc.ing/r/pkt-1ulx1dx,https://welc.ing/packets/pkt-1ulx1dx/resume-light.pdf,https://welc.ing/packets/pkt-1ulx1dx/resume.pdf,https://welc.ing/packets/pkt-1ulx1dx/cover-letter.txt,https://welc.ing/packets/pkt-1ulx1dx/cover-letter.pdf,https://welc.ing/packets/pkt-1ulx1dx/pitch.html,
Uber,"Lead Product Manager, Autonomous Vehicle Integrations","New York, NY",uber-lead-product-manager-autonomous-vehicle-integrations,curated-role,https://www.uber.com/careers,live,,https://welc.ing/r/pkt-14xgulq,https://welc.ing/packets/pkt-14xgulq/resume-light.pdf,https://welc.ing/packets/pkt-14xgulq/resume.pdf,https://welc.ing/packets/pkt-14xgulq/cover-letter.txt,https://welc.ing/packets/pkt-14xgulq/cover-letter.pdf,https://welc.ing/packets/pkt-14xgulq/pitch.html,
Uber,"Lead Product Manager, Consumer Affordability","New York, NY",uber-lead-product-manager-consumer-affordability,curated-role,https://www.uber.com/careers,live,,https://welc.ing/r/pkt-ekuu4q,https://welc.ing/packets/pkt-ekuu4q/resume-light.pdf,https://welc.ing/packets/pkt-ekuu4q/resume.pdf,https://welc.ing/packets/pkt-ekuu4q/cover-letter.txt,https://welc.ing/packets/pkt-ekuu4q/cover-letter.pdf,https://welc.ing/packets/pkt-ekuu4q/pitch.html,
Uber,Senior Product Manager - Autonomous Delivery,"New York, NY",uber-senior-product-manager-autonomous-delivery,curated-role,https://www.uber.com/careers,live,,https://welc.ing/r/pkt-bjcg6c,https://welc.ing/packets/pkt-bjcg6c/resume-light.pdf,https://welc.ing/packets/pkt-bjcg6c/resume.pdf,https://welc.ing/packets/pkt-bjcg6c/cover-letter.txt,https://welc.ing/packets/pkt-bjcg6c/cover-letter.pdf,https://welc.ing/packets/pkt-bjcg6c/pitch.html,
Uber,"Senior Product Manager, Habituation","New York, NY",uber-senior-product-manager-habituation,curated-role,https://www.uber.com/careers,live,,https://welc.ing/r/pkt-17ieu7x,https://welc.ing/packets/pkt-17ieu7x/resume-light.pdf,https://welc.ing/packets/pkt-17ieu7x/resume.pdf,https://welc.ing/packets/pkt-17ieu7x/cover-letter.txt,https://welc.ing/packets/pkt-17ieu7x/cover-letter.pdf,https://welc.ing/packets/pkt-17ieu7x/pitch.html,
Uber,Senior Product Manager - Merchant API Integrations,"New York, NY",uber-senior-product-manager-merchant-api-integrations,curated-role,https://www.uber.com/careers,live,,https://welc.ing/r/pkt-1c8f4fg,https://welc.ing/packets/pkt-1c8f4fg/resume-light.pdf,https://welc.ing/packets/pkt-1c8f4fg/resume.pdf,https://welc.ing/packets/pkt-1c8f4fg/cover-letter.txt,https://welc.ing/packets/pkt-1c8f4fg/cover-letter.pdf,https://welc.ing/packets/pkt-1c8f4fg/pitch.html,
US Mobile,"Principal Product Manager, Devices & eCommerce Marketplace","New York, NY",us-mobile-principal-product-manager-devices-ecommerce-marketplace,curated-role,,,,https://welc.ing/r/pkt-1bjz1iq,https://welc.ing/packets/pkt-1bjz1iq/resume-light.pdf,https://welc.ing/packets/pkt-1bjz1iq/resume.pdf,https://welc.ing/packets/pkt-1bjz1iq/cover-letter.txt,https://welc.ing/packets/pkt-1bjz1iq/cover-letter.pdf,https://welc.ing/packets/pkt-1bjz1iq/pitch.html,
Valon,"Senior Product Manager, Product Infrastructure","New York, NY",valon-senior-product-manager-product-infrastructure,curated-role,https://www.valon.com/careers,live,,https://welc.ing/r/pkt-ysxkik,https://welc.ing/packets/pkt-ysxkik/resume-light.pdf,https://welc.ing/packets/pkt-ysxkik/resume.pdf,https://welc.ing/packets/pkt-ysxkik/cover-letter.txt,https://welc.ing/packets/pkt-ysxkik/cover-letter.pdf,https://welc.ing/packets/pkt-ysxkik/pitch.html,
Warner Bros. Discovery,"Principal Product Manager, Search","New York, NY",warner-bros-discovery-principal-product-manager-search,curated-role,,,,https://welc.ing/r/pkt-73qmhw,https://welc.ing/packets/pkt-73qmhw/resume-light.pdf,https://welc.ing/packets/pkt-73qmhw/resume.pdf,https://welc.ing/packets/pkt-73qmhw/cover-letter.txt,https://welc.ing/packets/pkt-73qmhw/cover-letter.pdf,https://welc.ing/packets/pkt-73qmhw/pitch.html,
Warner Bros. Discovery,"Staff, Product Manager","New York, NY",warner-bros-discovery-staff-product-manager,curated-role,,,,https://welc.ing/r/pkt-1lyn0z9,https://welc.ing/packets/pkt-1lyn0z9/resume-light.pdf,https://welc.ing/packets/pkt-1lyn0z9/resume.pdf,https://welc.ing/packets/pkt-1lyn0z9/cover-letter.txt,https://welc.ing/packets/pkt-1lyn0z9/cover-letter.pdf,https://welc.ing/packets/pkt-1lyn0z9/pitch.html,
Warner Bros. Discovery,"Staff Product Manager, Ad XP","New York, NY",warner-bros-discovery-staff-product-manager-ad-xp,curated-role,,,,https://welc.ing/r/pkt-1osxe60,https://welc.ing/packets/pkt-1osxe60/resume-light.pdf,https://welc.ing/packets/pkt-1osxe60/resume.pdf,https://welc.ing/packets/pkt-1osxe60/cover-letter.txt,https://welc.ing/packets/pkt-1osxe60/cover-letter.pdf,https://welc.ing/packets/pkt-1osxe60/pitch.html,
Posh,"Lead Technical Product Manager, Platform",New York City Metropolitan Area,posh-lead-technical-product-manager-platform,curated-role,https://www.posh.com/careers,live,,https://welc.ing/r/pkt-1dc7yow,https://welc.ing/packets/pkt-1dc7yow/resume-light.pdf,https://welc.ing/packets/pkt-1dc7yow/resume.pdf,https://welc.ing/packets/pkt-1dc7yow/cover-letter.txt,https://welc.ing/packets/pkt-1dc7yow/cover-letter.pdf,https://welc.ing/packets/pkt-1dc7yow/pitch.html,https://welc.ing/packets/pkt-1dc7yow/pitch.mp4
Adonis,"Director, AI","New York, NY",adonis-director-ai,curated-role,https://jobs.smartrecruiters.com/adonis,live,,https://welc.ing/r/pkt-r48pk7,https://welc.ing/packets/pkt-r48pk7/resume-light.pdf,https://welc.ing/packets/pkt-r48pk7/resume.pdf,https://welc.ing/packets/pkt-r48pk7/cover-letter.txt,https://welc.ing/packets/pkt-r48pk7/cover-letter.pdf,https://welc.ing/packets/pkt-r48pk7/pitch.html,https://welc.ing/packets/pkt-r48pk7/pitch.mp4
Gusto,"Principal Product Manager, Agentic Benefits Operations","New York, NY",gusto-principal-product-manager-agentic-benefits-operations,curated-role,https://boards.greenhouse.io/gusto,live,,https://welc.ing/r/pkt-169mqgy,https://welc.ing/packets/pkt-169mqgy/resume-light.pdf,https://welc.ing/packets/pkt-169mqgy/resume.pdf,https://welc.ing/packets/pkt-169mqgy/cover-letter.txt,https://welc.ing/packets/pkt-169mqgy/cover-letter.pdf,https://welc.ing/packets/pkt-169mqgy/pitch.html,https://welc.ing/packets/pkt-169mqgy/pitch.mp4
Amazon,"Senior PMT, Ads Agent Identity and Authorization Infrastructure","New York, NY",amazon-senior-pmt-ads-agent-identity-and-authorization-infrastructure,curated-role,https://www.amazon.com/careers,live,,https://welc.ing/r/pkt-q19dma,https://welc.ing/packets/pkt-q19dma/resume-light.pdf,https://welc.ing/packets/pkt-q19dma/resume.pdf,https://welc.ing/packets/pkt-q19dma/cover-letter.txt,https://welc.ing/packets/pkt-q19dma/cover-letter.pdf,https://welc.ing/packets/pkt-q19dma/pitch.html,https://welc.ing/packets/pkt-q19dma/pitch.mp4
